13932.97,14268.40,16192.62,17128.40,16076.25,16045.18,14794.13,16001.51,16568.68,16151.74,17230.81
13852.50,13082.60,15689.50,16402.00,17806.22,16862.10,15746.55,15763.29,14270.11,15416.63,16720.94
15005.63,16359.50,17880.00,17370.80,17271.87,16383.96,16147.13,15751.72,18559.99,19496.88,19961.12
12656.51,13148.80,13918.75,15175.60,14140.54,13112.67,12527.72,13910.20,14719.82,16506.34,16319.32
14320.57,15311.50,14905.00,17246.40,16101.76,14968.09,14548.42,15166.31,14097.73,14033.63,16239.49
17458.55,19927.90,19002.98,17649.60,17731.79,19338.22,18048.53,18124.65,19387.40,19300.60,20009.73
15483.60,14791.00,18687.19,16854.30,17734.08,15868.65,16601.52,15752.25,16327.40,17398.17,16917.17
13879.27,13788.90,15598.93,16140.80,16444.81,16696.21,17528.49,16222.51,19724.79,17743.26,17606.72
14277.00,15092.00,16283.51,17032.36,16276.24,16513.01,16343.27,16552.64,16809.72,16869.00,18582.00
15396.63,15618.20,17771.26,18645.40,18488.78,17840.83,18195.67,16888.61,17939.45,16289.06,21434.01
12938.87,14342.90,13951.72,16086.50,13053.88,12686.46,14580.11,13502.86,15289.74,18834.94,18433.95
14746.46,18583.80,17068.78,18536.90,16289.26,16306.82,18208.86,18003.99,18999.16,20018.13,18213.07
12837.46,13367.50,14609.03,18124.40,14129.29,15838.40,13798.05,14676.47,14268.78,13443.72,14492.28
14754.66,13586.50,15477.57,13848.20,13997.21,16045.66,14769.70,13496.02,15135.26,15751.71,19141.61
12109.63,12549.10,15867.23,14453.20,15979.68,13554.46,12748.09,13591.40,12907.04,14391.11,18622.61
16090.09,15022.10,17162.94,16332.10,17704.80,17237.63,15591.56,15402.15,15930.45,16177.83,17679.39
14240.34,14161.80,17528.52,17029.20,15550.34,16575.21,14612.97,16693.42,15184.77,17206.77,18699.63
17098.45,20282.50,20073.17,23696.60,22238.65,19661.96,18347.12,22225.38,21421.45,19539.55,20785.44
13355.66,13663.70,17622.34,18760.70,21456.95,19043.40,17295.58,16007.80,21173.43,17840.51,19010.91
12677.47,13914.70,15700.07,16880.00,15091.55,16544.29,17589.11,17662.59,17320.99,15054.60,17343.09
18346.97,21438.90,21619.51,22535.10,19103.20,20015.07,18696.16,22576.64,16692.86,19747.02,20038.87
14313.80,14916.20,15789.06,16231.70,18625.25,19102.70,21055.18,19220.31,21015.45,21012.91,18694.70
15011.95,15670.30,18360.73,19277.70,16532.30,18815.11,18129.21,19104.40,18943.82,17903.20,20683.86
14714.21,15506.20,14253.58,14654.20,18430.56,17664.79,17286.87,18308.83,19027.99,20000.26,16974.26
16708.42,15347.50,17761.85,17755.50,16379.71,16770.21,15685.74,17320.40,15738.71,15606.70,18756.10
11150.95,12445.20,12178.38,12746.60,11970.07,11541.28,11857.86,13076.14,13544.26,14398.96,15802.02
11232.68,13021.30,13474.68,14549.00,15268.78,15159.10,15130.25,14840.92,16318.73,16757.96,17236.15
10826.03,11447.10,12562.25,13973.10,13501.08,13324.50,14416.97,16233.73,16187.32,15604.73,18313.49
13015.83,13146.40,15202.76,17767.00,17021.91,18368.81,15761.48,14901.97,17546.03,17970.94,18729.73
20645.00,20372.00,21015.76,21293.34,21314.36,21381.41,20660.20,19599.58,19640.61,20628.00,21907.00
22102.20,19364.20,20661.17,19828.70,21011.81,20051.18,21135.24,19170.64,18940.91,19574.79,21541.31
19536.10,20835.70,32836.66,28403.20,24823.83,24925.19,24326.12,23275.81,26631.25,24233.52,29073.90
19208.84,17899.60,21719.34,20716.90,20255.66,19958.35,20703.32,17998.67,19292.16,21200.60,20151.25
27151.22,25337.50,28111.37,27435.40,30238.67,32853.12,30992.50,32762.88,31346.83,32944.35,33150.86
27927.27,28118.60,26410.48,26165.30,24743.15,24186.29,25212.15,23489.94,23307.61,25539.36,24991.02
20343.22,22586.60,18246.94,18616.90,18511.33,18496.89,17130.73,17186.76,17945.54,17916.32,17632.00
23952.43,22552.30,23985.40,24541.80,22933.28,24143.88,20692.85,20193.54,21040.06,21500.62,23540.14
21382.60,21669.80,21744.26,23617.30,23466.01,23693.16,21127.92,18017.38,18136.34,19655.98,20141.66
20189.97,22714.70,19715.22,19591.20,20732.92,18810.72,19335.78,18589.49,20127.52,20845.48,21144.76
19617.83,20922.30,17107.10,19794.90,18599.29,18768.44,18648.61,20143.01,17904.52,18296.68,21059.28
18404.19,16635.70,18514.03,17143.30,18420.66,16807.88,15947.09,15848.77,16817.89,17578.04,19307.15
14119.15,16668.10,14809.34,15341.10,17962.18,16948.61,15705.85,15948.56,14862.49,15392.67,17810.29
12883.10,12521.70,12370.15,13453.90,14122.15,15483.63,13301.01,13595.63,14141.04,14927.64,15603.01
12686.17,13727.80,11985.95,13717.40,13065.80,14980.10,15630.54,14572.65,15126.26,17088.68,17447.01
